cycle,capacity_ah,capacity_pct
1,1.8564874208181574,92.82437104090788
2,1.846327249719927,92.31636248599635
3,1.8353491942234077,91.76745971117039
4,1.8352625275821128,91.76312637910564
5,1.8346455082120419,91.7322754106021
6,1.8356616600675495,91.78308300337747
7,1.8351461429226603,91.75730714613302
8,1.8257567905665537,91.28783952832768
9,1.8247738529891333,91.23869264945667
10,1.824613268496936,91.2306634248468
11,1.8246195526864504,91.23097763432251
12,1.8142019357673917,90.71009678836958
13,1.8137521577549054,90.68760788774527
14,1.8134404914735822,90.67202457367911
15,1.8025980036306504,90.12990018153252
16,1.80210690024615,90.10534501230751
17,1.802579500826209,90.12897504131045
18,1.8030683142834096,90.15341571417048
19,1.8027776247196041,90.13888123598021
20,1.8470259949329193,92.35129974664596
21,1.847417311283644,92.3708655641822
22,1.8361774213478947,91.80887106739473
23,1.8257807475776242,91.2890373788812
24,1.8251136435078368,91.25568217539184
25,1.8255815042203762,91.2790752110188
26,1.8140311275083907,90.70155637541953
27,1.8147691941158939,90.7384597057947
28,1.813969388710352,90.69846943551761
29,1.802765665167823,90.13828325839116
30,1.804077040117352,90.2038520058676
31,1.8518025516704486,92.59012758352243
32,1.8307038456739428,91.53519228369714
33,1.8199041089501267,90.99520544750634
34,1.8093079637028517,90.46539818514259
35,1.80460990458052,90.23049522902599
36,1.7993770651972192,89.96885325986096
37,1.7884432335370462,89.42216167685231
38,1.7829230484252723,89.14615242126361
39,1.7730337158018288,88.65168579009143
40,1.773037755078937,88.65188775394685
41,1.7678721106662054,88.39360553331026
42,1.7623150704093087,88.11575352046543
43,1.7676172924938447,88.38086462469224
44,1.762668359743147,88.13341798715734
45,1.7517304870664143,87.58652435332071
46,1.7418496047960008,87.09248023980004
47,1.7360913511847138,86.8045675592357
48,1.7936240148573608,89.68120074286804
49,1.7831890223273275,89.15945111636637
50,1.7673642076278957,88.36821038139479
51,1.7570177850353066,87.85088925176532
52,1.7468706179837907,87.34353089918953
53,1.7417172507457144,87.08586253728572
54,1.7364225056478186,86.82112528239094
55,1.7263217239235826,86.31608619617913
56,1.7158065389330133,85.79032694665067
57,1.710533351135192,85.52666755675959
58,1.706014499648521,85.30072498242605
59,1.7003110272642588,85.01555136321294
60,1.6945798601797895,84.72899300898948
61,1.6849029086609286,84.24514543304643
62,1.6744741591159717,83.72370795579859
63,1.6745692479879102,83.72846239939551
64,1.663716375981405,83.18581879907026
65,1.659013868748246,82.9506934374123
66,1.6538540573335014,82.69270286667508
67,1.642653782130131,82.13268910650655
68,1.6378578430223698,81.89289215111849
69,1.6327350407099108,81.63675203549555
70,1.6277528915533617,81.38764457766808
71,1.622125485521159,81.10627427605796
72,1.6113256603765849,80.56628301882924
73,1.6065631397488385,80.32815698744193
74,1.6015142233917594,80.07571116958798
75,1.590369231400328,79.5184615700164
76,1.5857889968242211,79.28944984121105
77,1.5849430707374117,79.24715353687058
78,1.5955263892495937,79.77631946247968
79,1.5747301747801037,78.73650873900519
80,1.5649019950937946,78.24509975468973
81,1.5597659473370362,77.98829736685181
82,1.5594815668184234,77.97407834092117
83,1.55468935359061,77.7344676795305
84,1.5488741079890418,77.44370539945209
85,1.538236598942558,76.9118299471279
86,1.527914258251028,76.39571291255139
87,1.5285252629756445,76.42626314878223
88,1.522647325284378,76.1323662642189
89,1.5174859938489869,75.87429969244934
90,1.605818899130659,80.29094495653295
91,1.5638491446744425,78.19245723372212
92,1.5480915247767786,77.40457623883893
93,1.5323755631868592,76.61877815934297
94,1.5269528268489705,76.34764134244853
95,1.5169573017136326,75.84786508568163
96,1.5118975960142693,75.59487980071347
97,1.5065638960681105,75.32819480340552
98,1.5015453526671363,75.07726763335681
99,1.4908444050400238,74.54222025200119
100,1.485868384561201,74.29341922806006
101,1.480413677976106,74.02068389880529
102,1.4752095869031632,73.76047934515816
103,1.4859035988304024,74.29517994152012
104,1.4960918298136696,74.80459149068348
105,1.4808005946928984,74.04002973464492
106,1.4697543268466824,73.48771634233412
107,1.4539012274845928,72.69506137422964
108,1.4541462067235693,72.70731033617847
109,1.455023751906683,72.75118759533416
110,1.449042163761236,72.4521081880618
111,1.4386709371480566,71.93354685740283
112,1.433445432156979,71.67227160784894
113,1.4333958900838095,71.66979450419048
114,1.42806487344776,71.403243672388
115,1.4229203181741186,71.14601590870593
116,1.417429032731308,70.8714516365654
117,1.412409228794446,70.6204614397223
